client_id,age,job,marital,education,balance,in_default,housing,loan,duration,campaign,pdays,previous,poutcome,y
9747514,43,entrepreneur,married,tertiary,1.0,no,yes,yes,61,2,-1,0,unknown,unknown
7850006,35,management,married,tertiary,300.0,no,yes,no,555,2,-1,0,unknown,unknown
2771846,41,admin.,married,tertiary,226.0,no,yes,no,157,5,-1,0,unknown,unknown
3448405,25,technician,single,secondary,534.0,no,no,no,167,7,-1,0,unknown,unknown
8062891,36,management,single,tertiary,112.0,no,yes,no,83,2,-1,0,unknown,unknown
8846277,43,technician,single,tertiary,1154.0,no,no,no,603,11,-1,0,unknown,unknown
3414167,60,management,married,primary,0.0,no,yes,no,111,8,-1,0,unknown,unknown
7554929,31,unemployed,married,secondary,31.0,no,yes,no,211,6,-1,0,unknown,unknown
4929772,38,housemaid,married,secondary,0.0,no,no,no,105,7,-1,0,unknown,unknown
2096066,37,management,divorced,tertiary,1775.0,no,no,no,514,5,-1,0,unknown,unknown
9971708,35,entrepreneur,married,secondary,313.0,no,yes,no,479,1,-1,0,unknown,unknown
8042464,49,retired,divorced,secondary,-268.0,no,yes,no,111,5,-1,0,unknown,unknown
7347938,45,management,married,tertiary,0.0,no,no,yes,112,4,-1,0,unknown,unknown
7414437,49,services,married,unknown,463.0,no,yes,no,541,2,-1,0,unknown,unknown
2181515,44,entrepreneur,married,secondary,4389.0,no,yes,no,149,4,-1,0,unknown,unknown
9164823,32,blue-collar,divorced,primary,142.0,no,yes,no,257,5,-1,0,unknown,unknown
7194480,57,blue-collar,divorced,secondary,1103.0,no,yes,no,98,4,-1,0,unknown,unknown
1339444,40,management,married,tertiary,-37.0,no,no,yes,408,4,-1,0,unknown,unknown
3326361,32,technician,married,tertiary,4654.0,no,yes,yes,134,2,-1,0,unknown,unknown
2217746,36,entrepreneur,married,tertiary,84.0,no,no,yes,306,14,-1,0,unknown,unknown
1298833,48,admin.,married,secondary,3064.0,no,yes,no,159,2,-1,0,unknown,no
3715603,31,blue-collar,married,secondary,0.0,no,no,yes,275,2,-1,0,unknown,no
6896942,54,retired,married,tertiary,4104.0,no,no,no,68,8,-1,0,unknown,unknown
4276697,53,technician,divorced,secondary,0.0,no,yes,yes,135,5,-1,0,unknown,no
6784697,30,blue-collar,single,primary,0.0,no,no,no,716,3,-1,0,unknown,unknown
2391415,42,technician,married,secondary,0.0,no,yes,yes,257,5,-1,0,unknown,unknown
3352713,39,management,divorced,tertiary,5009.0,no,yes,no,1083,2,-1,0,unknown,unknown
4309590,41,blue-collar,divorced,primary,664.0,no,no,yes,955,5,-1,0,unknown,yes
8415392,44,blue-collar,divorced,secondary,-1.0,no,no,yes,194,5,-1,0,unknown,unknown
2650360,42,services,married,secondary,0.0,no,no,no,194,4,-1,0,unknown,unknown
8242986,56,management,married,primary,17.0,no,yes,no,123,4,-1,0,unknown,unknown
6877758,32,admin.,married,secondary,3.0,no,yes,yes,612,4,-1,0,unknown,unknown
1049954,36,blue-collar,divorced,secondary,7051.0,no,no,yes,106,13,-1,0,unknown,unknown
2659296,55,retired,married,primary,4459.0,no,no,no,85,8,-1,0,unknown,unknown
5147794,31,blue-collar,married,primary,0.0,no,yes,no,237,7,-1,0,unknown,unknown
8419296,31,technician,married,secondary,303.0,no,yes,no,196,4,-1,0,unknown,unknown
3852313,39,blue-collar,married,secondary,345.0,no,yes,no,179,3,-1,0,unknown,unknown
9155754,41,blue-collar,married,primary,8.0,no,yes,no,155,2,-1,0,unknown,no
2500697,40,management,married,secondary,4025.0,no,yes,no,107,4,-1,0,unknown,unknown
5273565,38,blue-collar,single,secondary,340.0,no,no,yes,260,5,-1,0,unknown,unknown
9356988,36,services,divorced,secondary,0.0,yes,no,yes,687,7,-1,0,unknown,unknown
1891041,39,admin.,married,secondary,1388.0,no,yes,no,150,5,-1,0,unknown,unknown
4966417,28,admin.,married,secondary,317.0,no,yes,no,673,2,-1,0,unknown,unknown
3311030,30,admin.,married,secondary,0.0,no,no,no,127,5,-1,0,unknown,no
1512696,54,retired,divorced,secondary,13.0,no,yes,no,197,2,-1,0,unknown,unknown
1703084,49,blue-collar,divorced,secondary,4177.0,no,yes,no,275,4,-1,0,unknown,unknown
5479224,36,services,married,secondary,297.0,no,yes,yes,157,5,-1,0,unknown,unknown
3019118,50,admin.,married,secondary,219.0,no,yes,no,419,7,-1,0,unknown,unknown
9407575,38,technician,married,secondary,0.0,no,yes,yes,146,4,-1,0,unknown,unknown
1205190,38,technician,divorced,tertiary,1425.0,no,yes,no,347,4,-1,0,unknown,unknown
4950969,36,entrepreneur,married,secondary,185.0,no,yes,no,136,2,-1,0,unknown,unknown
1835660,54,blue-collar,married,primary,126.0,no,yes,no,357,4,-1,0,unknown,unknown
4662877,35,admin.,single,tertiary,2622.0,no,no,no,374,5,-1,0,unknown,unknown
6205490,33,admin.,married,secondary,0.0,no,yes,no,120,6,-1,0,unknown,unknown
4992839,35,admin.,married,secondary,348.0,no,yes,yes,323,3,-1,0,unknown,unknown
1558790,31,self-employed,single,secondary,0.0,no,yes,no,364,2,-1,0,unknown,unknown
6485982,36,blue-collar,married,secondary,3420.0,no,yes,no,98,2,-1,0,unknown,unknown
2887963,30,management,married,tertiary,11.0,no,no,no,84,5,-1,0,unknown,unknown
3262094,45,technician,married,secondary,1786.0,no,yes,yes,78,4,-1,0,unknown,unknown
7420651,50,management,married,tertiary,2629.0,no,yes,no,59,4,-1,0,unknown,unknown
1626996,45,blue-collar,single,primary,-183.0,yes,no,yes,395,4,-1,0,unknown,no
7214429,39,technician,single,tertiary,1531.0,no,no,no,543,6,-1,0,unknown,unknown
2321680,58,retired,married,secondary,19.0,no,no,yes,106,3,-1,0,unknown,unknown
9660341,54,entrepreneur,married,secondary,0.0,no,no,yes,209,4,-1,0,unknown,unknown
5179706,37,blue-collar,married,primary,20.0,no,no,yes,469,4,-1,0,unknown,unknown
9425481,31,management,divorced,secondary,0.0,no,yes,no,216,7,-1,0,unknown,unknown
5755757,46,entrepreneur,divorced,secondary,-563.0,no,no,yes,769,4,-1,0,unknown,unknown
6914034,37,technician,married,secondary,729.0,no,yes,no,115,5,-1,0,unknown,unknown
6589949,29,student,single,tertiary,5.0,no,no,no,889,5,-1,0,unknown,unknown
1712173,35,management,single,tertiary,635.0,no,no,no,547,12,-1,0,unknown,unknown
9379745,25,blue-collar,married,secondary,0.0,no,no,yes,1424,4,-1,0,unknown,unknown
7880103,35,management,married,secondary,0.0,no,yes,no,490,5,-1,0,unknown,unknown
8815089,39,management,married,tertiary,285.0,no,yes,no,838,3,-1,0,unknown,unknown
5751740,40,services,married,secondary,884.0,no,no,no,166,4,-1,0,unknown,unknown
3453825,58,retired,married,tertiary,4048.0,no,no,yes,270,5,-1,0,unknown,unknown
2526583,46,entrepreneur,married,tertiary,406.0,no,yes,no,232,4,-1,0,unknown,unknown
9486855,49,housemaid,married,primary,278.0,no,yes,no,112,6,-1,0,unknown,unknown
1570999,36,admin.,married,secondary,898.0,no,no,no,118,5,-1,0,unknown,unknown
6216077,33,technician,single,secondary,-325.0,no,yes,no,159,6,-1,0,unknown,unknown
6822817,52,services,married,secondary,497.0,no,yes,no,265,5,-1,0,unknown,unknown
3374020,42,blue-collar,divorced,secondary,667.0,no,yes,no,419,8,-1,0,unknown,unknown
7392302,31,technician,married,secondary,0.0,no,no,yes,624,6,-1,0,unknown,no
3652837,54,technician,divorced,secondary,765.0,no,yes,yes,812,3,-1,0,unknown,unknown
9967582,44,management,married,tertiary,764.0,no,no,yes,97,5,-1,0,unknown,unknown
3918848,47,student,single,unknown,107.0,no,no,no,119,8,-1,0,unknown,unknown
8315482,27,entrepreneur,married,tertiary,139.0,no,no,no,448,5,-1,0,unknown,unknown
4558953,35,blue-collar,single,secondary,885.0,no,yes,no,632,6,-1,0,unknown,unknown
6735792,37,management,married,tertiary,6014.0,no,yes,no,163,6,-1,0,unknown,unknown
1285175,51,blue-collar,married,secondary,463.0,no,yes,yes,114,4,-1,0,unknown,unknown
2749044,38,management,single,tertiary,83.0,no,no,yes,32,7,-1,0,unknown,unknown
8166554,52,admin.,married,secondary,82.0,no,yes,yes,1142,4,-1,0,unknown,unknown
3166590,43,technician,single,secondary,326.0,no,yes,no,87,8,-1,0,unknown,unknown
3954966,53,blue-collar,married,secondary,6258.0,no,yes,no,62,5,-1,0,unknown,unknown
4212933,60,entrepreneur,married,secondary,480.0,no,no,yes,341,6,-1,0,unknown,unknown
6042921,36,services,married,secondary,321.0,no,yes,no,160,2,-1,0,unknown,unknown
8691409,25,blue-collar,single,secondary,377.0,no,no,no,1412,4,-1,0,unknown,unknown
9748032,37,services,single,secondary,459.0,no,no,no,61,14,-1,0,unknown,unknown
7233658,39,management,married,tertiary,0.0,no,no,no,41,6,-1,0,unknown,unknown
2649304,36,services,married,secondary,0.0,no,yes,no,276,4,-1,0,unknown,unknown
9294667,44,admin.,married,secondary,345.0,no,yes,no,208,8,-1,0,unknown,unknown
2225676,45,management,married,tertiary,1063.0,no,yes,no,41,4,-1,0,unknown,unknown
2780697,32,technician,single,secondary,210.0,no,yes,no,298,2,-1,0,unknown,unknown
4968219,28,management,single,tertiary,0.0,no,yes,no,767,5,-1,0,unknown,yes
5544002,36,management,married,tertiary,446.0,no,yes,no,174,5,-1,0,unknown,unknown
5116975,29,blue-collar,married,secondary,0.0,no,yes,no,186,4,-1,0,unknown,unknown
2733612,53,technician,married,secondary,2818.0,no,yes,no,350,7,-1,0,unknown,unknown
1505663,48,services,married,secondary,300.0,no,no,yes,52,8,-1,0,unknown,unknown
6417227,49,housemaid,married,primary,0.0,no,no,no,46,8,-1,0,unknown,unknown
6456892,30,technician,married,unknown,0.0,no,yes,no,510,3,-1,0,unknown,unknown
8658696,51,blue-collar,married,primary,-11.0,no,no,no,126,4,-1,0,unknown,no
6543963,38,management,married,tertiary,500.0,no,yes,yes,81,7,-1,0,unknown,unknown
4704389,37,technician,married,secondary,177.0,no,yes,no,464,3,-1,0,unknown,unknown
9338783,44,services,married,secondary,850.0,no,no,yes,220,5,-1,0,unknown,unknown
8160844,57,services,married,secondary,-37.0,no,no,yes,31,6,-1,0,unknown,unknown
8647309,37,management,single,tertiary,2265.0,no,yes,no,64,1,-1,0,unknown,unknown
1727439,45,management,married,tertiary,1293.0,no,no,no,188,3,-1,0,unknown,unknown
6972296,33,services,married,secondary,346.0,no,yes,no,172,1,-1,0,unknown,unknown
6786590,52,services,married,secondary,-888.0,no,no,no,135,1,-1,0,unknown,no
9953134,33,unemployed,married,secondary,2.0,no,yes,no,132,1,-1,0,unknown,no
7403903,28,services,single,secondary,0.0,no,no,yes,133,1,-1,0,unknown,unknown
6283424,41,entrepreneur,married,tertiary,143.0,no,no,yes,141,1,-1,0,unknown,unknown
7578382,35,blue-collar,married,secondary,4.0,no,yes,yes,130,6,-1,0,unknown,unknown
9977730,32,housemaid,married,primary,67.0,no,yes,no,95,4,-1,0,unknown,unknown
7282445,35,blue-collar,married,primary,319.0,no,yes,no,221,1,-1,0,unknown,no
1492290,52,management,divorced,primary,92.0,no,no,yes,469,7,-1,0,unknown,unknown
4651273,56,blue-collar,married,primary,563.0,no,no,no,51,1,-1,0,unknown,unknown
6160273,34,blue-collar,single,secondary,855.0,no,yes,no,578,1,-1,0,unknown,unknown
8546326,51,retired,married,primary,34.0,no,yes,no,69,2,-1,0,unknown,unknown
4709490,54,retired,divorced,secondary,2761.0,no,no,no,771,1,-1,0,unknown,unknown
3654497,57,services,married,primary,1728.0,no,yes,no,164,1,-1,0,unknown,unknown
3170092,56,blue-collar,married,secondary,0.0,no,no,yes,390,2,-1,0,unknown,unknown
7507509,45,blue-collar,single,secondary,0.0,yes,no,yes,154,2,-1,0,unknown,unknown
8435859,57,entrepreneur,married,tertiary,7699.0,no,no,yes,178,1,-1,0,unknown,unknown
5204637,37,entrepreneur,married,primary,8.0,no,yes,yes,46,1,-1,0,unknown,unknown
8777923,34,entrepreneur,married,tertiary,-28.0,no,yes,no,574,1,-1,0,unknown,no
9081439,31,services,married,secondary,-230.0,no,yes,yes,715,1,-1,0,unknown,no
9779307,47,technician,single,secondary,1710.0,no,no,yes,525,2,-1,0,unknown,unknown
7935677,35,management,single,tertiary,-353.0,no,yes,no,70,1,-1,0,unknown,unknown
2591798,31,technician,single,secondary,35.0,no,no,yes,229,1,-1,0,unknown,no
1917418,29,blue-collar,single,unknown,694.0,no,yes,yes,1806,4,-1,0,unknown,unknown
7736449,42,technician,married,secondary,422.0,no,yes,no,400,1,-1,0,unknown,unknown
2442168,26,admin.,divorced,secondary,1.0,no,no,no,92,1,-1,0,unknown,unknown
4670242,33,blue-collar,married,primary,208.0,no,yes,no,284,1,-1,0,unknown,unknown
6237189,36,management,married,tertiary,64.0,no,no,no,130,1,-1,0,unknown,unknown
4464502,47,blue-collar,married,unknown,496.0,no,no,yes,151,4,-1,0,unknown,unknown
4966790,37,technician,divorced,secondary,0.0,no,yes,no,46,1,-1,0,unknown,unknown
9018168,56,management,divorced,tertiary,-563.0,no,no,no,79,1,-1,0,unknown,unknown
4148567,31,self-employed,married,tertiary,81.0,no,yes,no,57,8,-1,0,unknown,unknown
5335544,35,management,married,tertiary,-273.0,no,yes,no,344,3,-1,0,unknown,unknown
6725924,34,management,single,tertiary,431.0,no,no,no,401,1,-1,0,unknown,unknown
2813416,46,blue-collar,married,primary,327.0,no,no,yes,145,4,-1,0,unknown,unknown
6762116,42,technician,married,secondary,11.0,no,yes,no,272,1,-1,0,unknown,unknown
9387055,60,admin.,married,primary,686.0,no,yes,yes,122,1,-1,0,unknown,unknown
9036684,32,blue-collar,divorced,secondary,8.0,no,yes,no,226,1,-1,0,unknown,unknown
3020541,41,management,married,tertiary,0.0,no,no,yes,211,2,-1,0,unknown,unknown
6881414,56,blue-collar,married,secondary,-199.0,no,no,yes,428,2,-1,0,unknown,unknown
6907780,54,blue-collar,married,secondary,0.0,no,no,yes,156,1,-1,0,unknown,unknown
6254116,29,management,married,tertiary,465.0,no,yes,no,191,1,-1,0,unknown,unknown
1938614,31,management,single,tertiary,38279.0,no,no,no,225,2,-1,0,unknown,unknown
1162498,27,management,single,tertiary,151.0,no,yes,no,496,1,-1,0,unknown,unknown
9038324,32,technician,single,secondary,0.0,yes,no,yes,195,1,-1,0,unknown,unknown
7051809,25,services,single,tertiary,130.0,no,yes,no,49,1,-1,0,unknown,unknown
1621880,26,technician,single,secondary,354.0,no,no,no,586,1,-1,0,unknown,unknown
6554047,40,self-employed,single,tertiary,-94.0,no,yes,no,90,1,-1,0,unknown,unknown
8815479,36,management,married,tertiary,673.0,no,yes,no,689,1,-1,0,unknown,unknown
1823806,51,services,married,secondary,1605.0,no,yes,no,94,3,-1,0,unknown,unknown
8418496,58,management,married,tertiary,299.0,no,no,no,120,4,-1,0,unknown,no
5151464,58,blue-collar,married,unknown,2516.0,no,yes,no,303,1,-1,0,unknown,unknown
6637894,56,self-employed,married,secondary,14.0,no,no,no,239,1,-1,0,unknown,unknown
3275036,28,blue-collar,married,primary,0.0,no,yes,no,129,2,-1,0,unknown,unknown
3499575,45,blue-collar,married,primary,512.0,no,no,no,98,1,-1,0,unknown,unknown
6136814,44,blue-collar,married,primary,1265.0,no,yes,no,555,1,-1,0,unknown,unknown
7057804,28,admin.,married,secondary,105.0,yes,no,no,130,1,-1,0,unknown,unknown
5009740,45,technician,single,secondary,-55.0,no,no,no,124,1,-1,0,unknown,unknown
3113275,39,blue-collar,married,tertiary,597.0,no,no,no,686,6,-1,0,unknown,unknown
3210476,40,admin.,married,secondary,0.0,no,no,no,29,8,-1,0,unknown,unknown
1228324,39,entrepreneur,married,secondary,0.0,yes,no,no,528,9,-1,0,unknown,unknown
3047678,26,self-employed,single,secondary,166.0,no,yes,no,83,2,-1,0,unknown,unknown
8292100,59,management,married,tertiary,3998.0,no,yes,no,60,1,-1,0,unknown,unknown
6954305,45,services,married,unknown,318.0,no,no,no,63,2,-1,0,unknown,unknown
1742336,41,entrepreneur,married,tertiary,340.0,no,yes,no,206,2,-1,0,unknown,unknown
8281555,37,blue-collar,married,secondary,0.0,no,no,no,1150,1,-1,0,unknown,unknown
7801751,37,entrepreneur,married,tertiary,1027.0,no,yes,no,294,2,-1,0,unknown,unknown
4868164,30,technician,married,secondary,-393.0,no,yes,yes,435,1,-1,0,unknown,yes
3846606,36,management,single,tertiary,0.0,no,yes,no,155,2,-1,0,unknown,unknown
2023229,25,services,single,secondary,93.0,no,no,no,130,1,-1,0,unknown,unknown
9128925,57,management,married,tertiary,29.0,no,no,yes,294,1,-1,0,unknown,unknown
9497957,26,blue-collar,single,secondary,-188.0,no,no,no,198,1,-1,0,unknown,unknown
9228602,31,technician,divorced,secondary,105.0,no,yes,no,72,1,-1,0,unknown,unknown
3171415,38,services,married,secondary,-768.0,no,yes,yes,57,2,-1,0,unknown,unknown
3051130,36,blue-collar,married,secondary,324.0,no,yes,yes,830,1,-1,0,unknown,unknown
5345778,40,technician,married,secondary,6.0,no,yes,no,464,1,-1,0,unknown,unknown
4296608,27,services,married,secondary,100.0,no,no,no,57,2,-1,0,unknown,no
9861580,46,management,single,tertiary,2987.0,no,yes,no,318,1,-1,0,unknown,unknown
2456691,37,housemaid,married,secondary,12939.0,no,yes,yes,39,9,-1,0,unknown,unknown
9771665,31,unemployed,divorced,tertiary,256.0,no,yes,no,873,2,-1,0,unknown,unknown
9330204,57,retired,married,secondary,975.0,no,no,no,166,1,-1,0,unknown,unknown
7052651,60,admin.,married,primary,-444.0,no,no,yes,227,1,-1,0,unknown,unknown
9390057,45,management,married,tertiary,96.0,no,yes,no,202,1,-1,0,unknown,unknown
1600627,37,technician,married,secondary,2707.0,no,yes,no,109,1,-1,0,unknown,no
2093864,36,blue-collar,divorced,primary,17.0,no,yes,no,329,1,-1,0,unknown,unknown
2357288,26,blue-collar,single,primary,-35.0,no,no,no,243,1,-1,0,unknown,unknown
4852414,57,technician,married,primary,0.0,no,no,no,214,1,-1,0,unknown,unknown
3299077,47,services,divorced,secondary,28.0,no,yes,no,142,1,-1,0,unknown,unknown
2507193,31,services,single,secondary,85.0,no,no,no,151,1,-1,0,unknown,no
5986480,50,management,married,tertiary,782.0,no,no,no,335,1,-1,0,unknown,unknown
6120224,48,services,single,secondary,133.0,no,yes,yes,143,1,-1,0,unknown,unknown
2359817,31,technician,single,tertiary,127.0,no,yes,no,122,1,-1,0,unknown,unknown
4305599,48,self-employed,divorced,tertiary,41.0,no,yes,no,198,2,-1,0,unknown,unknown
5888113,28,technician,married,secondary,272.0,no,no,yes,183,1,-1,0,unknown,unknown
9960396,43,technician,married,secondary,714.0,no,yes,no,255,1,-1,0,unknown,unknown
5911239,27,technician,married,tertiary,77.0,no,yes,no,143,1,-1,0,unknown,unknown
2162312,39,management,divorced,tertiary,1315.0,no,yes,no,885,1,-1,0,unknown,unknown
5729977,56,blue-collar,married,primary,0.0,no,yes,no,1222,1,-1,0,unknown,unknown
3231189,56,management,married,tertiary,23.0,no,yes,no,156,2,-1,0,unknown,unknown
1480813,47,services,married,secondary,651.0,no,no,yes,325,2,-1,0,unknown,unknown
8555942,30,management,married,tertiary,319.0,no,yes,yes,91,2,-1,0,unknown,unknown
9671600,39,blue-collar,married,primary,50.0,no,no,no,147,2,-1,0,unknown,unknown
5736248,57,retired,married,secondary,374.0,no,yes,yes,236,1,-1,0,unknown,no
1406323,26,admin.,single,secondary,74.0,no,no,yes,419,2,-1,0,unknown,unknown
5537884,60,admin.,single,secondary,646.0,no,yes,no,649,2,-1,0,unknown,unknown
1777480,47,blue-collar,divorced,secondary,-4.0,no,yes,no,77,1,-1,0,unknown,unknown
5018531,25,blue-collar,single,secondary,158.0,no,yes,yes,231,2,-1,0,unknown,unknown
9754893,34,management,married,tertiary,557.0,no,yes,no,513,1,-1,0,unknown,unknown
7202248,29,blue-collar,married,secondary,2870.0,no,yes,no,988,1,-1,0,unknown,unknown
9391592,35,blue-collar,married,secondary,975.0,no,yes,no,102,1,-1,0,unknown,unknown
9723247,32,management,divorced,tertiary,219.0,no,yes,no,111,1,-1,0,unknown,unknown
3370197,28,management,single,tertiary,1.0,no,yes,no,241,2,-1,0,unknown,unknown
8002716,58,blue-collar,married,primary,0.0,no,no,no,558,6,-1,0,unknown,unknown
2714690,48,retired,single,primary,119.0,no,no,yes,177,1,-1,0,unknown,unknown
6159445,34,blue-collar,married,primary,602.0,no,yes,no,680,1,-1,0,unknown,unknown
3782825,27,admin.,divorced,secondary,451.0,no,yes,no,652,1,-1,0,unknown,yes
8653782,31,admin.,divorced,secondary,1210.0,no,no,no,350,1,-1,0,unknown,no
2742948,25,admin.,single,secondary,-213.0,no,no,yes,592,1,-1,0,unknown,unknown
6723502,32,management,single,tertiary,1010.0,no,yes,no,924,1,-1,0,unknown,unknown
9144227,26,management,single,tertiary,55.0,no,no,yes,165,5,-1,0,unknown,unknown
5045568,48,housemaid,married,primary,-31.0,no,yes,no,128,2,-1,0,unknown,unknown
1819112,50,blue-collar,married,secondary,907.0,no,no,yes,68,1,-1,0,unknown,unknown
4420387,31,management,single,tertiary,574.0,no,yes,no,410,2,-1,0,unknown,no
2189341,45,management,married,tertiary,2.0,no,yes,no,192,2,-1,0,unknown,unknown
9134502,47,blue-collar,divorced,secondary,25.0,no,no,yes,81,6,-1,0,unknown,unknown
4949040,48,technician,married,secondary,268.0,no,no,no,128,1,-1,0,unknown,unknown
3878051,38,entrepreneur,married,tertiary,4.0,no,yes,no,158,1,-1,0,unknown,unknown
1185469,57,admin.,divorced,secondary,1403.0,no,yes,no,547,2,-1,0,unknown,unknown
3143487,43,blue-collar,married,secondary,184.0,no,no,yes,1019,11,-1,0,unknown,unknown
9995641,38,technician,married,secondary,217.0,no,no,yes,93,3,-1,0,unknown,unknown
3876767,33,housemaid,single,primary,39.0,no,yes,no,332,3,-1,0,unknown,unknown
6135577,32,blue-collar,married,secondary,1905.0,no,yes,no,709,2,-1,0,unknown,yes
4913799,39,services,married,secondary,1323.0,no,yes,yes,188,1,-1,0,unknown,unknown
1366955,34,services,married,secondary,889.0,no,yes,no,417,7,-1,0,unknown,unknown
9837681,30,admin.,single,secondary,-36.0,no,no,no,561,9,-1,0,unknown,unknown
5317472,54,blue-collar,married,secondary,381.0,yes,yes,yes,198,1,-1,0,unknown,unknown
3555767,29,services,married,secondary,249.0,no,yes,no,346,2,-1,0,unknown,unknown
6449856,26,admin.,single,secondary,0.0,yes,yes,no,157,2,-1,0,unknown,unknown
9488655,35,management,married,tertiary,387.0,no,yes,no,254,2,-1,0,unknown,unknown
3113038,44,technician,single,unknown,1431.0,no,no,no,199,2,-1,0,unknown,unknown
2827805,43,retired,married,secondary,808.0,no,no,no,481,3,-1,0,unknown,unknown
3026025,53,retired,married,secondary,366.0,no,no,yes,171,6,-1,0,unknown,unknown
8773186,34,admin.,married,secondary,396.0,no,yes,no,101,3,-1,0,unknown,no
7661194,56,unemployed,married,secondary,2629.0,no,no,no,293,2,-1,0,unknown,unknown
8168316,38,technician,single,tertiary,1314.0,no,yes,yes,378,2,-1,0,unknown,unknown
9789317,39,housemaid,married,primary,0.0,no,yes,no,129,6,-1,0,unknown,unknown
4613420,32,admin.,married,secondary,198.0,no,no,no,132,2,-1,0,unknown,unknown
8506814,59,management,married,tertiary,2540.0,no,no,no,1432,5,-1,0,unknown,unknown
9042601,40,management,married,tertiary,0.0,no,yes,no,87,5,-1,0,unknown,unknown
5341285,45,housemaid,married,secondary,258.0,no,yes,no,287,2,-1,0,unknown,unknown
4225198,38,blue-collar,married,secondary,329.0,no,yes,yes,111,4,-1,0,unknown,unknown
6155284,32,admin.,married,secondary,0.0,no,no,no,141,7,-1,0,unknown,unknown
3359378,51,blue-collar,divorced,primary,1927.0,no,no,yes,322,4,-1,0,unknown,unknown
6054581,36,management,single,tertiary,548.0,no,yes,no,254,3,-1,0,unknown,unknown
3856956,50,management,married,secondary,1165.0,no,no,no,455,1,-1,0,unknown,unknown
4225190,33,management,married,tertiary,4.0,no,yes,no,285,5,-1,0,unknown,no
5281821,60,blue-collar,married,primary,1477.0,no,yes,no,69,3,-1,0,unknown,unknown
8311490,39,management,married,tertiary,-1586.0,yes,yes,yes,89,2,-1,0,unknown,unknown
3642388,40,blue-collar,married,secondary,-839.0,no,yes,yes,1018,2,-1,0,unknown,yes
3561426,40,management,married,secondary,394.0,no,yes,no,60,5,-1,0,unknown,unknown
5026668,59,blue-collar,divorced,primary,1228.0,no,no,yes,57,3,-1,0,unknown,unknown
4983358,45,admin.,married,secondary,248.0,no,no,no,212,2,-1,0,unknown,no
3190618,33,management,married,tertiary,296.0,no,no,no,90,2,-1,0,unknown,no
4324638,43,entrepreneur,single,secondary,5705.0,no,no,yes,173,2,-1,0,unknown,unknown
5436348,42,services,married,secondary,3465.0,no,yes,yes,1039,2,-1,0,unknown,unknown
1482412,31,admin.,married,secondary,5.0,no,yes,yes,101,7,-1,0,unknown,no
5478814,32,housemaid,married,primary,91.0,no,yes,no,110,6,-1,0,unknown,unknown
9657830,58,housemaid,single,tertiary,145.0,no,yes,yes,128,2,-1,0,unknown,no
1474668,40,technician,single,secondary,641.0,no,no,no,156,6,-1,0,unknown,no
4658032,41,entrepreneur,married,tertiary,2249.0,no,yes,no,231,5,-1,0,unknown,unknown
5637306,38,management,married,secondary,3500.0,no,yes,no,406,4,-1,0,unknown,unknown
7382152,32,admin.,single,secondary,116.0,no,no,yes,255,2,-1,0,unknown,no
2748387,55,admin.,married,secondary,-480.0,no,no,no,538,2,-1,0,unknown,unknown
9018994,43,technician,married,secondary,381.0,no,yes,no,191,6,-1,0,unknown,unknown
3392140,54,management,married,tertiary,0.0,no,no,no,118,5,-1,0,unknown,no
7430737,41,self-employed,married,secondary,634.0,no,yes,no,239,2,-1,0,unknown,unknown
6069965,44,technician,married,secondary,106.0,no,yes,no,164,6,-1,0,unknown,unknown
5309357,59,admin.,married,primary,4387.0,no,yes,no,73,6,-1,0,unknown,unknown
7274149,32,technician,single,secondary,-138.0,no,no,no,278,2,-1,0,unknown,unknown
2379453,29,admin.,married,secondary,73.0,no,yes,no,252,2,-1,0,unknown,unknown
2423389,40,technician,married,secondary,-357.0,no,yes,no,700,4,-1,0,unknown,unknown
6668733,36,blue-collar,divorced,secondary,1305.0,no,yes,no,345,10,-1,0,unknown,unknown
7586926,47,technician,single,secondary,80.0,no,yes,no,169,5,-1,0,unknown,unknown
6259657,37,blue-collar,married,primary,61.0,no,yes,no,156,3,-1,0,unknown,unknown
9030817,27,student,married,secondary,119.0,no,yes,no,781,2,-1,0,unknown,unknown
5428029,38,services,married,secondary,123.0,no,yes,yes,202,6,-1,0,unknown,unknown
6233937,28,student,single,tertiary,61.0,no,yes,no,401,8,-1,0,unknown,unknown
9190265,35,management,married,tertiary,36.0,no,no,yes,1656,5,-1,0,unknown,unknown
7195143,60,admin.,divorced,secondary,0.0,no,no,yes,357,7,-1,0,unknown,unknown
3364225,55,entrepreneur,married,tertiary,12731.0,no,yes,no,159,6,-1,0,unknown,unknown
5098745,34,blue-collar,married,primary,425.0,no,yes,no,1389,7,-1,0,unknown,unknown
6960472,31,admin.,single,secondary,0.0,no,yes,no,1056,2,-1,0,unknown,unknown
4700831,32,self-employed,married,secondary,-1668.0,no,yes,yes,166,6,-1,0,unknown,unknown
9270294,31,services,married,secondary,-455.0,yes,no,yes,168,2,-1,0,unknown,unknown
6617146,59,management,divorced,tertiary,-232.0,no,no,yes,97,2,-1,0,unknown,unknown
2697962,40,blue-collar,married,primary,1206.0,no,no,yes,201,5,-1,0,unknown,no
4582977,39,self-employed,married,tertiary,1238.0,no,yes,no,212,1,-1,0,unknown,unknown
5850394,48,entrepreneur,married,secondary,151.0,no,no,no,191,1,-1,0,unknown,unknown
